tcg_category_id,tcg_group_id,tcg_product_id,tcg_subtype,game,set,number,name,vars,rarity,value,value_updated,language,condition,psa_10,cgc_10,grade_9
3,2374,677399,Holofoil,Pokemon,Miscellaneous Cards & Products,123,Gastly,"Cosmos Holo,Holofoil",Common,0.21,2026-03-28 00:01:16,en,,,,
3,24541,677031,Reverse Holofoil,Pokemon,ME: Ascended Heroes,49,N's Vanillite (Energy Symbol Pattern),Reverse Holofoil,Common,0.22,2026-03-28 00:01:14,en,,,,
3,24541,677026,Reverse Holofoil,Pokemon,ME: Ascended Heroes,41,Totodile (Energy Symbol Pattern),Reverse Holofoil,Common,0.19,2026-03-28 00:01:14,en,,39.83,32.0,12.6
3,24541,676895,Reverse Holofoil,Pokemon,ME: Ascended Heroes,53,Frosmoth (Friend Ball),Reverse Holofoil,Uncommon,0.14,2026-03-28 00:01:14,en,,,,
3,24541,676934,Reverse Holofoil,Pokemon,ME: Ascended Heroes,102,Hitmontop (Dusk Ball),Reverse Holofoil,Common,0.1,2026-03-28 00:01:14,en,,,,
3,24541,676858,Reverse Holofoil,Pokemon,ME: Ascended Heroes,8,Chikorita (Friend Ball),Reverse Holofoil,Common,0.17,2026-03-28 00:01:14,en,,,,
3,24541,676857,Reverse Holofoil,Pokemon,ME: Ascended Heroes,7,Erika's Tangela (Poke Ball),Reverse Holofoil,Common,0.19,2026-03-28 00:01:14,en,,,,
3,24541,676883,Reverse Holofoil,Pokemon,ME: Ascended Heroes,37,Raboot (Friend Ball),Reverse Holofoil,Common,0.17,2026-03-28 00:01:14,en,,,,
3,24541,677062,Reverse Holofoil,Pokemon,ME: Ascended Heroes,90,Shuppet (Energy Symbol Pattern),Reverse Holofoil,Common,0.13,2026-03-28 00:01:14,en,,,,
3,24541,676890,Reverse Holofoil,Pokemon,ME: Ascended Heroes,46,Snorunt (Love Ball),Reverse Holofoil,Common,0.3,2026-03-28 00:01:14,en,,,,
3,24541,677129,Reverse Holofoil,Pokemon,ME: Ascended Heroes,176,Drampa (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.23,2026-03-28 00:01:14,en,,,,
3,24541,677129,Reverse Holofoil,Pokemon,ME: Ascended Heroes,176,Drampa (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.23,2026-03-28 00:01:14,en,,,,
3,24541,677089,Reverse Holofoil,Pokemon,ME: Ascended Heroes,123,Gastly (Energy Symbol Pattern),Reverse Holofoil,Common,0.19,2026-03-28 00:01:14,en,,31.77,25.0,10.47
3,24541,676007,Reverse Holofoil,Pokemon,ME: Ascended Heroes,195,N's PP Up,Reverse Holofoil,Uncommon,0.27,2026-03-28 00:01:14,en,,31.47,25.0,10.39
3,24541,676863,Reverse Holofoil,Pokemon,ME: Ascended Heroes,14,Cascoon (Love Ball),Reverse Holofoil,Common,0.22,2026-03-28 00:01:14,en,,,,
3,24541,676866,Reverse Holofoil,Pokemon,ME: Ascended Heroes,17,Grubbin (Quick Ball),Reverse Holofoil,Common,0.18,2026-03-28 00:01:14,en,,,,
3,24541,677099,Reverse Holofoil,Pokemon,ME: Ascended Heroes,134,Scraggy (Energy Symbol Pattern),Reverse Holofoil,Common,0.22,2026-03-28 00:01:14,en,,,,
3,24541,676900,Reverse Holofoil,Pokemon,ME: Ascended Heroes,60,Eelektrik (Quick Ball),Reverse Holofoil,Uncommon,0.17,2026-03-28 00:01:14,en,,,,
3,24541,676023,Reverse Holofoil,Pokemon,ME: Ascended Heroes,211,Thick Scale,Reverse Holofoil,Uncommon,0.9,2026-03-28 00:01:14,en,,33.04,26.0,10.81
3,24541,676878,Reverse Holofoil,Pokemon,ME: Ascended Heroes,32,N's Darumaka (Poke Ball),Reverse Holofoil,Common,0.26,2026-03-28 00:01:14,en,,,,
3,24541,676003,Reverse Holofoil,Pokemon,ME: Ascended Heroes,191,Light Ball,Reverse Holofoil,Uncommon,1.27,2026-03-28 00:01:14,en,,32.11,26.0,10.56
3,24541,675836,Holofoil,Pokemon,ME: Ascended Heroes,24,Ethan's Magcargo,Holofoil,Rare,0.08,2026-03-28 00:01:14,en,,30.39,24.0,10.1
3,24541,675837,Holofoil,Pokemon,ME: Ascended Heroes,25,Entei,Holofoil,Rare,0.13,2026-03-28 00:01:14,en,,32.26,26.0,10.6
3,24541,675934,Holofoil,Pokemon,ME: Ascended Heroes,122,Okidogi,Holofoil,Rare,0.1,2026-03-28 00:01:14,en,,30.64,25.0,10.17
3,24541,675910,Holofoil,Pokemon,ME: Ascended Heroes,98,Spectrier,Holofoil,Rare,0.19,2026-03-28 00:01:14,en,,30.79,25.0,10.21
3,24541,676948,Reverse Holofoil,Pokemon,ME: Ascended Heroes,122,Okidogi (Friend Ball),Reverse Holofoil,Rare,0.19,2026-03-28 00:01:14,en,,30.98,25.0,10.26
3,24541,676901,Reverse Holofoil,Pokemon,ME: Ascended Heroes,62,Stunfisk (Quick Ball),Reverse Holofoil,Common,0.22,2026-03-28 00:01:14,en,,,,
3,24541,676935,Reverse Holofoil,Pokemon,ME: Ascended Heroes,103,Meditite (Quick Ball),Reverse Holofoil,Common,0.14,2026-03-28 00:01:14,en,,,,
3,24541,677089,Reverse Holofoil,Pokemon,ME: Ascended Heroes,123,Gastly (Energy Symbol Pattern),Reverse Holofoil,Common,0.19,2026-03-28 00:01:14,en,,31.77,25.0,10.47
3,24541,677030,Reverse Holofoil,Pokemon,ME: Ascended Heroes,46,Snorunt (Energy Symbol Pattern),Reverse Holofoil,Common,0.29,2026-03-28 00:01:14,en,,35.35,28.0,11.42
3,24541,676015,Reverse Holofoil,Pokemon,ME: Ascended Heroes,203,Team Rocket's Factory,Reverse Holofoil,Uncommon,1.04,2026-03-28 00:01:14,en,,33.0,26.0,10.79
3,24541,676043,Holofoil,Pokemon,ME: Ascended Heroes,231,Iono's Wattrel,Holofoil,Illustration Rare,11.8,2026-03-28 00:01:14,en,,199.99,160.0,28.84
3,24541,676060,Holofoil,Pokemon,ME: Ascended Heroes,248,Drakloak,Holofoil,Illustration Rare,15.61,2026-03-28 00:01:14,en,,137.5,110.0,22.43
3,24541,675836,Holofoil,Pokemon,ME: Ascended Heroes,24,Ethan's Magcargo,Holofoil,Rare,0.08,2026-03-28 00:01:14,en,,30.39,24.0,10.1
3,24541,675894,Holofoil,Pokemon,ME: Ascended Heroes,82,Togekiss,Holofoil,Rare,0.08,2026-03-28 00:01:14,en,,30.59,24.0,10.16
3,24541,675898,Holofoil,Pokemon,ME: Ascended Heroes,86,Mismagius,Holofoil,Rare,0.12,2026-03-28 00:01:14,en,,30.98,25.0,10.26
3,24541,675884,Holofoil,Pokemon,ME: Ascended Heroes,72,Iono's Kilowattrel,Holofoil,Rare,0.1,2026-03-28 00:01:14,en,,30.79,25.0,10.21
3,24541,675990,Holofoil,Pokemon,ME: Ascended Heroes,178,Terapagos,Holofoil,Rare,0.07,2026-03-28 00:01:14,en,,30.54,24.0,10.14
3,24541,675953,Holofoil,Pokemon,ME: Ascended Heroes,141,Hoopa,Holofoil,Rare,0.13,2026-03-28 00:01:14,en,,30.69,25.0,10.18
3,24541,676873,Reverse Holofoil,Pokemon,ME: Ascended Heroes,25,Entei (Quick Ball),Reverse Holofoil,Rare,0.21,2026-03-28 00:01:14,en,,,,
3,24541,677088,Reverse Holofoil,Pokemon,ME: Ascended Heroes,122,Okidogi (Energy Symbol Pattern),Reverse Holofoil,Rare,0.34,2026-03-28 00:01:14,en,,,,
3,24541,675860,Holofoil,Pokemon,ME: Ascended Heroes,48,Regice ex,Holofoil,Double Rare,0.71,2026-03-28 00:01:14,en,,39.13,31.0,12.42
3,24541,675991,Holofoil,Pokemon,ME: Ascended Heroes,179,Terapagos ex,Holofoil,Double Rare,0.64,2026-03-28 00:01:14,en,,36.68,29.0,11.77
3,24541,675967,Holofoil,Pokemon,ME: Ascended Heroes,155,N's Zekrom,Holofoil,Rare,0.39,2026-03-28 00:01:14,en,,38.2,31.0,12.17
3,24541,676973,Reverse Holofoil,Pokemon,ME: Ascended Heroes,155,N's Zekrom (Poke Ball),Reverse Holofoil,Rare,0.68,2026-03-28 00:01:14,en,,34.86,28.0,11.29
3,24451,680480,Holofoil,Pokemon,ME: Mega Evolution Promo,31,N's Zekrom,Holofoil,Promo,6.89,2026-03-28 00:01:14,en,,,,45.0
3,24541,676862,Reverse Holofoil,Pokemon,ME: Ascended Heroes,13,Beautifly (Love Ball),Reverse Holofoil,Uncommon,0.19,2026-03-28 00:01:14,en,,,,
3,24541,676903,Reverse Holofoil,Pokemon,ME: Ascended Heroes,64,Heliolisk (Quick Ball),Reverse Holofoil,Uncommon,0.17,2026-03-28 00:01:14,en,,,,
3,24541,677089,Reverse Holofoil,Pokemon,ME: Ascended Heroes,123,Gastly (Energy Symbol Pattern),Reverse Holofoil,Common,0.19,2026-03-28 00:01:14,en,,31.77,25.0,10.47
3,24541,677066,Reverse Holofoil,Pokemon,ME: Ascended Heroes,94,Slurpuff (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.22,2026-03-28 00:01:14,en,,,,
3,24541,676869,Reverse Holofoil,Pokemon,ME: Ascended Heroes,20,Charmander (Quick Ball),Reverse Holofoil,Common,0.37,2026-03-28 00:01:14,en,,38.59,31.0,12.28
3,24541,677019,Reverse Holofoil,Pokemon,ME: Ascended Heroes,33,N's Darmanitan (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.29,2026-03-28 00:01:14,en,,,,
3,24541,677003,Reverse Holofoil,Pokemon,ME: Ascended Heroes,14,Cascoon (Energy Symbol Pattern),Reverse Holofoil,Common,0.18,2026-03-28 00:01:14,en,,,,
3,24541,677043,Reverse Holofoil,Pokemon,ME: Ascended Heroes,64,Heliolisk (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.28,2026-03-28 00:01:14,en,,,,
3,24541,676980,Reverse Holofoil,Pokemon,ME: Ascended Heroes,165,Skitty (Love Ball),Reverse Holofoil,Common,0.3,2026-03-28 00:01:14,en,,35.45,28.0,11.44
3,24541,676954,Reverse Holofoil,Pokemon,ME: Ascended Heroes,129,Mightyena (Dusk Ball),Reverse Holofoil,Uncommon,0.44,2026-03-28 00:01:14,en,,,,
3,24541,676927,Reverse Holofoil,Pokemon,ME: Ascended Heroes,95,Hop's Phantump (Poke Ball),Reverse Holofoil,Common,0.4,2026-03-28 00:01:14,en,,,,
3,24541,677067,Reverse Holofoil,Pokemon,ME: Ascended Heroes,95,Hop's Phantump (Energy Symbol Pattern),Reverse Holofoil,Common,0.5,2026-03-28 00:01:14,en,,,,
3,24541,677024,Reverse Holofoil,Pokemon,ME: Ascended Heroes,39,Psyduck (Energy Symbol Pattern),Reverse Holofoil,Common,0.49,2026-03-28 00:01:14,en,,,,
3,24541,676011,Reverse Holofoil,Pokemon,ME: Ascended Heroes,199,Premium Power Pro,Reverse Holofoil,Uncommon,0.63,2026-03-28 00:01:14,en,,32.75,26.0,10.73
3,24451,680480,Holofoil,Pokemon,ME: Mega Evolution Promo,31,N's Zekrom,Holofoil,Promo,6.89,2026-03-28 00:01:14,en,,,,45.0
3,24541,675894,Holofoil,Pokemon,ME: Ascended Heroes,82,Togekiss,Holofoil,Rare,0.08,2026-03-28 00:01:14,en,,30.59,24.0,10.16
3,24541,675879,Holofoil,Pokemon,ME: Ascended Heroes,67,Tapu Koko,Holofoil,Rare,0.09,2026-03-28 00:01:14,en,,33.0,26.0,10.79
3,24541,675831,Holofoil,Pokemon,ME: Ascended Heroes,19,Team Rocket's Spidops,Holofoil,Rare,0.11,2026-03-28 00:01:14,en,,39.53,32.0,12.52
3,24541,675932,Holofoil,Pokemon,ME: Ascended Heroes,120,Coalossal,Holofoil,Rare,0.08,2026-03-28 00:01:14,en,,30.49,24.0,10.13
3,24541,675837,Holofoil,Pokemon,ME: Ascended Heroes,25,Entei,Holofoil,Rare,0.13,2026-03-28 00:01:14,en,,32.26,26.0,10.6
3,24541,675917,Holofoil,Pokemon,ME: Ascended Heroes,105,Lunatone,Holofoil,Rare,0.12,2026-03-28 00:01:14,en,,30.54,24.0,10.14
3,24541,676872,Reverse Holofoil,Pokemon,ME: Ascended Heroes,24,Ethan's Magcargo (Poke Ball),Reverse Holofoil,Rare,0.18,2026-03-28 00:01:14,en,,,,
3,24541,675885,Holofoil,Pokemon,ME: Ascended Heroes,73,Miraidon ex,Holofoil,Double Rare,0.57,2026-03-28 00:01:14,en,,38.2,31.0,12.17
3,24541,676011,Reverse Holofoil,Pokemon,ME: Ascended Heroes,199,Premium Power Pro,Reverse Holofoil,Uncommon,0.63,2026-03-28 00:01:14,en,,32.75,26.0,10.73
3,24541,676041,Holofoil,Pokemon,ME: Ascended Heroes,229,Heliolisk,Holofoil,Illustration Rare,2.41,2026-03-28 00:01:14,en,,74.5,60.0,16.39
3,24541,676035,Holofoil,Pokemon,ME: Ascended Heroes,223,Numel,Holofoil,Illustration Rare,4.65,2026-03-28 00:01:14,en,,76.0,20.0,21.5
3,24541,677007,Reverse Holofoil,Pokemon,ME: Ascended Heroes,18,Team Rocket's Tarountula (Energy Symbol Pattern),Reverse Holofoil,Common,0.21,2026-03-28 00:01:14,en,,,,
3,24541,676877,Reverse Holofoil,Pokemon,ME: Ascended Heroes,30,Pignite (Friend Ball),Reverse Holofoil,Uncommon,0.14,2026-03-28 00:01:14,en,,,,
3,24541,676902,Reverse Holofoil,Pokemon,ME: Ascended Heroes,63,Helioptile (Quick Ball),Reverse Holofoil,Common,0.14,2026-03-28 00:01:14,en,,,,
3,24541,676967,Reverse Holofoil,Pokemon,ME: Ascended Heroes,147,Bisharp (Quick Ball),Reverse Holofoil,Common,0.14,2026-03-28 00:01:14,en,,,,
3,24541,677022,Reverse Holofoil,Pokemon,ME: Ascended Heroes,36,Scorbunny (Energy Symbol Pattern),Reverse Holofoil,Common,0.22,2026-03-28 00:01:14,en,,,,
3,24541,677089,Reverse Holofoil,Pokemon,ME: Ascended Heroes,123,Gastly (Energy Symbol Pattern),Reverse Holofoil,Common,0.19,2026-03-28 00:01:14,en,,31.77,25.0,10.47
3,24541,676893,Reverse Holofoil,Pokemon,ME: Ascended Heroes,51,N's Vanilluxe (Poke Ball),Reverse Holofoil,Uncommon,0.2,2026-03-28 00:01:14,en,,,,
3,24541,676855,Reverse Holofoil,Pokemon,ME: Ascended Heroes,5,Erika's Weepinbell (Poke Ball),Reverse Holofoil,Uncommon,0.21,2026-03-28 00:01:14,en,,,,
3,24541,677066,Reverse Holofoil,Pokemon,ME: Ascended Heroes,94,Slurpuff (Energy Symbol Pattern),Reverse Holofoil,Uncommon,0.22,2026-03-28 00:01:14,en,,,,
3,24541,676932,Reverse Holofoil,Pokemon,ME: Ascended Heroes,100,Team Rocket's Diglett (Team Rocket),Reverse Holofoil,Common,0.23,2026-03-28 00:01:14,en,,,,
3,24541,677076,Reverse Holofoil,Pokemon,ME: Ascended Heroes,104,Medicham (Energy Symbol Pattern),Reverse Holofoil,Common,0.18,2026-03-28 00:01:14,en,,,,
3,24541,677003,Reverse Holofoil,Pokemon,ME: Ascended Heroes,14,Cascoon (Energy Symbol Pattern),Reverse Holofoil,Common,0.18,2026-03-28 00:01:14,en,,,,
3,24541,677128,Reverse Holofoil,Pokemon,ME: Ascended Heroes,175,Larry's Komala (Energy Symbol Pattern),Reverse Holofoil,Common,0.43,2026-03-28 00:01:14,en,,,,
3,24541,676896,Reverse Holofoil,Pokemon,ME: Ascended Heroes,54,Glastrier (Friend Ball),Reverse Holofoil,Uncommon,0.25,2026-03-28 00:01:14,en,,,,
89,24519,664920,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,183,Lucian - Purifier,Foil,Rare,0.11,2026-03-28 00:01:17,en,,,,
89,24519,663439,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,201,Renata Glasc - Chem-Baroness,Foil,Rare,0.13,2026-03-28 00:01:17,en,,,,
89,24519,664927,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,199,Ezreal - Prodigal Explorer,Foil,Rare,0.14,2026-03-28 00:01:17,en,,,,
89,24519,663438,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,203,Sivir - Battle Mistress,Foil,Rare,0.15,2026-03-28 00:01:17,en,,,,
89,24519,664922,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,187,Rek'sai - Void Burrower,Foil,Rare,0.18,2026-03-28 00:01:17,en,,,,
89,24519,663442,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,185,Draven - Glorious Executioner,Foil,Rare,0.16,2026-03-28 00:01:17,en,,,,
89,24519,664925,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,193,Jax - Grandmaster At Arms,Foil,Rare,0.2,2026-03-28 00:01:17,en,,,,
89,24519,665031,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,170,Rek'Sai - Swarm Queen,Foil,Rare,0.23,2026-03-28 00:01:17,en,,,,
89,24519,664924,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,189,Ornn - Fire Below the Mountain,Foil,Rare,0.13,2026-03-28 00:01:17,en,,,,
89,24519,666410,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,55,Needlessly Large Yordle,Foil,Rare,0.15,2026-03-28 00:01:17,en,,,,
89,24519,666490,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,114,Marching Orders,Foil,Rare,0.18,2026-03-28 00:01:17,en,,,,
89,24519,666813,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,26,Rumble - Hotheaded,Foil,Rare,0.18,2026-03-28 00:01:17,en,,,,
89,24519,666488,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,142,Jae Medarda,Foil,Rare,0.15,2026-03-28 00:01:17,en,,,,
89,24519,664972,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,116,Yone - Blademaster,Foil,Rare,0.28,2026-03-28 00:01:17,en,,,,
89,24519,666594,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,110,Fiora - Peerless,Foil,Rare,0.15,2026-03-28 00:01:17,en,,,,
89,24519,666398,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,50,Azir - Ascendant,Foil,Rare,0.28,2026-03-28 00:01:17,en,,,,
89,24519,666485,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,174,Trove Golem,Foil,Rare,0.21,2026-03-28 00:01:17,en,,,,
89,24519,666600,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,143,Sivir - Mercenary,Foil,Rare,0.24,2026-03-28 00:01:17,en,,,,
89,24519,666588,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,83,Hextech Anomaly,Foil,Rare,0.17,2026-03-28 00:01:17,en,,,,
89,24519,666847,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,52,Heart of Dark Ice,Foil,Rare,0.3,2026-03-28 00:01:17,en,,,,
89,24519,665013,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,24,Rell - Magnetic,Foil,Rare,0.18,2026-03-28 00:01:17,en,,,,
89,24519,666487,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,172,Sacred Shears,Foil,Rare,0.2,2026-03-28 00:01:17,en,,,,
89,24519,663436,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,22,Long Sword,Foil,Rare,0.22,2026-03-28 00:01:17,en,,,,
89,24519,666484,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,175,Undertitan,Foil,Rare,0.27,2026-03-28 00:01:17,en,,,,
89,24519,666442,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,79,Bard - Mercurial,Foil,Rare,0.24,2026-03-28 00:01:17,en,,,,
89,24519,666486,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,173,Soraka - Wanderer,Foil,Rare,0.28,2026-03-28 00:01:17,en,,,,
89,24519,666598,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,139,Edge of Night,Foil,Rare,0.22,2026-03-28 00:01:17,en,,,,
89,24519,663434,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,56,Sterak's Gage,Foil,Rare,0.23,2026-03-28 00:01:17,en,,,,
89,24519,665487,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,82,Ezreal - Dashing,Foil,Rare,0.27,2026-03-28 00:01:17,en,,,,
89,24519,666585,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,53,Janna - Savior,Foil,Rare,0.31,2026-03-28 00:01:17,en,,,,
89,24519,664966,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,169,Altar of Memories,Foil,Rare,0.18,2026-03-28 00:01:17,en,,,,
89,24519,665143,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,49,Aphelios - Exalted,Foil,Rare,0.28,2026-03-28 00:01:17,en,,,,
89,24519,663430,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,115,Trinity Force,Foil,Rare,0.25,2026-03-28 00:01:17,en,,,,
89,24519,663444,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,113,Lucian - Merciless,Foil,Rare,0.38,2026-03-28 00:01:17,en,,,,
89,24519,666365,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,25,Rengar - Pouncing,Foil,Rare,0.31,2026-03-28 00:01:17,en,,,,
89,24519,666459,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,85,Ornn - Forge God,Foil,Rare,0.28,2026-03-28 00:01:17,en,,,,
89,24519,666587,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,81,Card Sharp,Foil,Rare,0.29,2026-03-28 00:01:17,en,,,,
89,24519,663445,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,20,Draven - Vanquisher,Foil,Rare,0.34,2026-03-28 00:01:17,en,,,,
89,24519,666454,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,84,Jayce - Man of Progress,Foil,Rare,0.45,2026-03-28 00:01:17,en,,,,
89,24519,665023,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,145,Switcheroo,Foil,Rare,0.34,2026-03-28 00:01:17,en,,,,
89,24519,665012,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,23,Piercing Light,Foil,Rare,0.49,2026-03-28 00:01:17,en,,,,
89,24519,666489,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,140,Fizz - Trickster,Foil,Rare,0.74,2026-03-28 00:01:17,en,,,,
89,24519,665486,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,146,Vex - Cheerless,Foil,Rare,1.16,2026-03-28 00:01:17,en,,,,
89,24519,666888,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,109,Akshan - Mischievous,Foil,Rare,0.93,2026-03-28 00:01:17,en,,,,
89,24519,663435,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,51,Guardian Angel,Foil,Rare,1.97,2026-03-28 00:01:17,en,,,,
89,24519,665011,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,119,Jax - Unrelenting,Foil,Epic,1.65,2026-03-28 00:01:17,en,,,,
89,24519,666476,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,171a,Renata Glasc - Industrialist (Alternate Art),Foil,Showcase,1.32,2026-03-28 00:01:17,en,,,,
89,24519,666493,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,29,Rek'Sai - Breacher,Foil,Epic,2.14,2026-03-28 00:01:17,en,,,,
89,24519,666461,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,85a,Ornn - Forge God (Alternate Art),Foil,Showcase,2.86,2026-03-28 00:01:17,en,,,,
89,24519,664921,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,184,Relentless Pursuit,Foil,Epic,3.37,2026-03-28 00:01:17,en,,,,
89,24519,666473,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,177,Azir - Sovereign,Foil,Epic,3.45,2026-03-28 00:01:17,en,,,,
89,24519,678229,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,r03a,Mind Rune (Alternate Art),Foil,Showcase,7.38,2026-03-28 00:01:17,en,,,,
89,24519,665028,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,148a,Draven - Audacious (Alternate Art),Foil,Showcase,9.06,2026-03-28 00:01:17,en,,,,
89,24519,666812,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,198,Arise!,Foil,Epic,14.26,2026-03-28 00:01:17,en,,,,
89,24519,666825,Foil,Riftbound League of Legends Trading Card Game,Spiritforged,149,Ezreal - Prodigy,Foil,Epic,28.99,2026-03-28 00:01:17,en,,,,
89,24344,652805,Foil,Riftbound League of Legends Trading Card Game,Origins,32,Ravenborn Tome,Foil,Rare,0.12,2026-03-28 00:01:19,en,,,,
89,24344,652849,Foil,Riftbound League of Legends Trading Card Game,Origins,72,Solari Shrine,Foil,Rare,0.2,2026-03-28 00:01:19,en,,,,
89,24344,652805,Foil,Riftbound League of Legends Trading Card Game,Origins,32,Ravenborn Tome,Foil,Rare,0.12,2026-03-28 00:01:19,en,,,,
89,24344,652849,Foil,Riftbound League of Legends Trading Card Game,Origins,72,Solari Shrine,Foil,Rare,0.2,2026-03-28 00:01:19,en,,,,
89,24344,652937,Foil,Riftbound League of Legends Trading Card Game,Origins,152,Mistfall,Foil,Rare,0.18,2026-03-28 00:01:19,en,,,,
89,24344,652889,Foil,Riftbound League of Legends Trading Card Game,Origins,108,Convergent Mutation,Foil,Rare,0.2,2026-03-28 00:01:19,en,,,,
89,24344,653049,Foil,Riftbound League of Legends Trading Card Game,Origins,251,Jinx - Loose Cannon,Foil,Rare,0.25,2026-03-28 00:01:19,en,,,,
89,24344,653047,Foil,Riftbound League of Legends Trading Card Game,Origins,249,Volibear - Relentless Storm,Foil,Rare,0.32,2026-03-28 00:01:19,en,,,,
89,24344,652804,Foil,Riftbound League of Legends Trading Card Game,Origins,31,Raging Firebrand,Foil,Rare,0.24,2026-03-28 00:01:19,en,,,,
89,24344,653063,Foil,Riftbound League of Legends Trading Card Game,Origins,265,Viktor - Herald of the Arcane,Foil,Rare,0.31,2026-03-28 00:01:19,en,,,,
89,24344,652807,Foil,Riftbound League of Legends Trading Card Game,Origins,34,Tryndamere - Barbarian,Foil,Rare,0.25,2026-03-28 00:01:19,en,,,,
89,24344,652942,Foil,Riftbound League of Legends Trading Card Game,Origins,157,Udyr - Wildman,Foil,Rare,0.28,2026-03-28 00:01:19,en,,,,
89,24344,653059,Foil,Riftbound League of Legends Trading Card Game,Origins,261,Leona - Radiant Dawn,Foil,Rare,0.28,2026-03-28 00:01:19,en,,,,
89,24344,653057,Foil,Riftbound League of Legends Trading Card Game,Origins,259,Yasuo - Unforgiven,Foil,Rare,0.3,2026-03-28 00:01:19,en,,,,
89,24344,653031,Foil,Riftbound League of Legends Trading Card Game,Origins,237,King's Edict,Foil,Rare,0.29,2026-03-28 00:01:19,en,,,,
89,24344,652934,Foil,Riftbound League of Legends Trading Card Game,Origins,150,Kraken Hunter,Foil,Rare,0.25,2026-03-28 00:01:19,en,,,,
89,24344,653025,Foil,Riftbound League of Legends Trading Card Game,Origins,231,Commander Ledros,Foil,Rare,0.45,2026-03-28 00:01:19,en,,,,
89,24344,652847,Foil,Riftbound League of Legends Trading Card Game,Origins,70,Mageseeker Warden,Foil,Rare,0.32,2026-03-28 00:01:19,en,,,,
89,24344,652989,Foil,Riftbound League of Legends Trading Card Game,Origins,198,The Harrowing,Foil,Rare,0.31,2026-03-28 00:01:19,en,,,,
89,24344,652982,Foil,Riftbound League of Legends Trading Card Game,Origins,193,Miss Fortune - Buccaneer,Foil,Rare,0.43,2026-03-28 00:01:19,en,,,,
89,24344,652892,Foil,Riftbound League of Legends Trading Card Game,Origins,111,Heimerdinger - Inventor,Foil,Rare,0.5,2026-03-28 00:01:19,en,,,,
89,24344,652979,Foil,Riftbound League of Legends Trading Card Game,Origins,190,Kog'Maw - Caustic,Foil,Rare,0.41,2026-03-28 00:01:19,en,,,,
